date,pluie_mm,etp_mm,t_c,swi,sswi_10j,drainage_mm,ruissellement_mm
2014-02-24,0.1,2.1,7.6,1.02,1.086,4.6,0.0
2014-02-25,12.3,0.7,4.8,1.012,0.958,4.2,1.6
2014-02-26,2.4,0.6,3.1,1.029,0.881,3.9,0.3
2014-02-27,19.3,0.5,3.5,1.04,0.846,3.9,2.7
2014-02-28,29.1,0.5,3.0,1.1,0.914,4.5,4.6
2014-03-01,0.3,1.1,2.2,1.122,1.01,6.2,0.0
2014-03-02,10.1,1.3,2.6,1.098,1.032,7.0,1.5
2014-03-03,20.4,0.6,2.8,1.125,1.057,7.0,3.1
2014-03-04,2.1,0.9,2.7,1.13,1.059,7.8,0.3
2014-03-05,0.0,1.5,3.6,1.097,1.051,7.8,0.0
2014-03-06,0.0,1.8,4.9,1.063,1.055,6.7,0.0
2014-03-07,0.0,1.8,5.6,1.033,1.049,5.6,0.0
2014-03-08,0.0,2.5,10.7,1.006,1.003,4.7,0.0
2014-03-09,0.0,3.0,10.8,0.978,0.92,4.0,0.0
2014-03-10,0.0,2.8,8.5,0.954,0.795,3.4,0.0
2014-03-11,0.0,2.5,8.7,0.933,0.679,3.0,0.0
2014-03-12,0.0,2.0,8.0,0.914,0.586,2.6,0.0
2014-03-13,0.0,2.0,9.1,0.898,0.491,2.3,0.0
2014-03-14,0.0,2.2,9.4,0.882,0.403,2.0,0.0
2014-03-15,0.0,2.0,8.2,0.867,0.303,1.8,0.0
2014-03-16,0.0,1.8,7.3,0.854,0.173,1.6,0.0
2014-03-17,0.0,2.5,11.1,0.84,0.03,1.5,0.0
2014-03-18,0.0,1.8,6.8,0.828,-0.097,1.4,0.0
2014-03-19,0.0,2.5,9.5,0.816,-0.195,1.2,0.0
2014-03-20,0.0,3.6,10.9,0.801,-0.286,1.1,0.0
2014-03-21,13.7,1.7,9.7,0.797,-0.361,1.1,1.3
2014-03-22,12.6,0.8,5.2,0.841,-0.378,1.0,1.3
2014-03-23,5.2,1.1,2.8,0.877,-0.347,1.0,0.5
2014-03-24,6.2,1.6,3.6,0.875,-0.308,1.0,1.1
2014-03-25,9.9,1.2,4.1,0.909,-0.232,1.1,1.2
2014-03-26,0.0,1.0,4.0,0.919,-0.152,1.2,0.0
2014-03-27,0.0,1.7,3.1,0.91,-0.08,1.3,0.0
2014-03-28,0.0,2.5,6.6,0.898,-0.011,1.4,0.0
2014-03-29,0.0,3.5,10.7,0.882,0.078,1.5,0.0
2014-03-30,0.0,2.8,12.1,0.868,0.188,1.5,0.0
2014-03-31,0.0,2.4,10.4,0.855,0.282,1.4,0.0
2014-04-01,0.0,3.0,11.4,0.841,0.275,1.4,0.0
2014-04-02,0.0,3.7,12.6,0.823,0.196,1.3,0.0
2014-04-03,1.7,1.6,11.5,0.814,0.127,1.2,0.1
2014-04-04,6.3,0.8,8.6,0.825,0.039,1.1,0.5
2014-04-05,0.0,2.4,10.5,0.821,-0.05,1.0,0.0
2014-04-06,0.0,2.6,12.3,0.81,-0.122,1.0,0.0
2014-04-07,4.4,3.5,14.1,0.798,-0.194,0.9,0.3
2014-04-08,0.0,2.6,9.2,0.796,-0.253,0.9,0.0
2014-04-09,0.0,3.1,9.2,0.783,-0.308,0.8,0.0
2014-04-10,0.0,3.3,12.1,0.768,-0.361,0.8,0.0
2014-04-11,0.0,2.5,12.2,0.756,-0.405,0.8,0.0
2014-04-12,0.0,2.8,12.9,0.745,-0.443,0.7,0.0
2014-04-13,0.0,3.3,11.6,0.732,-0.484,0.7,0.0
2014-04-14,0.0,3.8,11.5,0.718,-0.537,0.6,0.0
2014-04-15,0.0,4.4,10.0,0.701,-0.595,0.6,0.0
2014-04-16,0.0,4.7,10.4,0.684,-0.654,0.6,0.0
2014-04-17,0.0,3.7,10.9,0.669,-0.709,0.5,0.0
2014-04-18,0.0,3.0,9.0,0.658,-0.766,0.5,0.0
2014-04-19,0.0,3.2,6.9,0.648,-0.817,0.5,0.0
2014-04-20,2.8,1.8,5.8,0.643,-0.855,0.4,0.1
2014-04-21,0.0,2.0,8.1,0.645,-0.88,0.4,0.0
2014-04-22,3.2,2.1,8.7,0.641,-0.901,0.4,0.1
2014-04-23,1.1,3.0,10.6,0.639,-0.921,0.4,0.0
2014-04-24,18.4,2.5,10.5,0.642,-0.935,0.3,1.3
2014-04-25,0.1,2.4,9.0,0.688,-0.926,0.3,0.0
2014-04-26,8.8,1.4,7.5,0.687,-0.915,0.3,0.7
2014-04-27,21.5,1.4,7.1,0.734,-0.873,0.3,2.1
2014-04-28,7.2,1.4,8.0,0.792,-0.793,0.4,0.7
2014-04-29,12.6,1.1,8.3,0.808,-0.703,0.4,1.3
2014-04-30,1.4,2.8,8.4,0.821,-0.614,0.4,0.1
2014-05-01,14.4,1.9,8.1,0.826,-0.543,0.4,1.6
2014-05-02,1.1,2.1,9.3,0.858,-0.472,0.5,0.1
2014-05-03,0.0,3.1,8.2,0.847,-0.405,0.6,0.0
2014-05-04,0.0,3.7,9.2,0.833,-0.336,0.7,0.0
2014-05-05,0.0,4.6,13.2,0.814,-0.29,0.8,0.0
2014-05-06,2.4,2.5,13.5,0.802,-0.237,0.8,0.2
2014-05-07,0.0,3.2,12.6,0.795,-0.199,0.8,0.0
2014-05-08,0.0,3.3,12.8,0.781,-0.198,0.8,0.0
2014-05-09,0.8,2.1,12.2,0.773,-0.208,0.8,0.0
2014-05-10,2.9,2.7,13.4,0.765,-0.225,0.8,0.1
2014-05-11,5.4,2.5,8.9,0.764,-0.235,0.7,0.4
2014-05-12,5.1,1.9,7.3,0.772,-0.267,0.7,0.4
2014-05-13,2.1,2.6,7.8,0.779,-0.3,0.7,0.1
2014-05-14,0.1,3.3,9.5,0.769,-0.348,0.7,0.0
2014-05-15,0.0,4.0,9.5,0.754,-0.398,0.6,0.0
2014-05-16,0.0,4.4,10.9,0.737,-0.453,0.6,0.0
2014-05-17,0.0,5.1,13.8,0.718,-0.522,0.6,0.0
2014-05-18,0.0,4.9,14.9,0.699,-0.614,0.6,0.0
2014-05-19,0.0,4.8,14.8,0.681,-0.71,0.6,0.0
2014-05-20,1.6,2.9,15.3,0.67,-0.796,0.5,0.1
2014-05-21,24.9,3.3,13.2,0.675,-0.852,0.5,1.9
2014-05-22,7.0,2.2,12.1,0.757,-0.844,0.5,0.6
2014-05-23,10.1,1.6,8.3,0.764,-0.824,0.5,0.9
2014-05-24,0.5,2.6,10.2,0.778,-0.791,0.5,0.0
2014-05-25,13.7,2.7,13.2,0.775,-0.726,0.5,1.4
2014-05-26,25.4,1.0,9.7,0.848,-0.562,0.6,3.1
2014-05-27,1.2,3.1,9.9,0.881,-0.364,0.6,0.1
2014-05-28,0.0,3.6,11.6,0.868,-0.185,0.7,0.0
2014-05-29,0.5,3.7,12.3,0.852,-0.006,0.8,0.0
2014-05-30,4.6,3.2,12.4,0.842,0.173,0.9,0.4
2014-05-31,0.1,3.9,14.1,0.836,0.342,1.0,0.0
2014-06-01,0.0,4.6,13.4,0.816,0.444,1.0,0.0
2014-06-02,0.0,4.2,13.7,0.797,0.513,1.0,0.0
2014-06-03,3.3,4.0,13.5,0.781,0.561,1.0,0.2
2014-06-04,7.1,2.1,11.1,0.796,0.601,0.9,0.5
2014-06-05,0.0,4.4,13.0,0.783,0.535,0.9,0.0
2014-06-06,0.0,5.8,19.0,0.758,0.416,0.8,0.0
2014-06-07,0.0,6.3,21.8,0.731,0.304,0.8,0.0
2014-06-08,0.0,4.9,21.8,0.708,0.206,0.7,0.0
2014-06-09,0.0,5.9,22.3,0.683,0.109,0.7,0.0
2014-06-10,0.1,4.8,20.5,0.664,0.009,0.6,0.0
2014-06-11,3.0,3.5,19.5,0.659,-0.083,0.6,0.1
2014-06-12,1.8,5.0,19.7,0.643,-0.166,0.5,0.1
2014-06-13,0.3,5.6,21.3,0.627,-0.234,0.5,0.0
2014-06-14,0.2,5.2,17.0,0.609,-0.312,0.4,0.0
2014-06-15,0.0,5.0,14.9,0.594,-0.384,0.4,0.0
2014-06-16,0.0,5.1,15.8,0.579,-0.441,0.4,0.0
2014-06-17,0.0,4.2,14.2,0.566,-0.492,0.4,0.0
2014-06-18,0.1,4.1,14.9,0.556,-0.536,0.3,0.0
2014-06-19,0.0,5.1,17.4,0.543,-0.574,0.3,0.0
2014-06-20,0.0,5.9,19.2,0.527,-0.611,0.3,0.0
2014-06-21,1.1,4.6,20.5,0.513,-0.66,0.3,0.0
2014-06-22,14.5,4.1,20.9,0.51,-0.704,0.2,0.6
2014-06-23,6.0,1.9,16.2,0.552,-0.717,0.2,0.3
2014-06-24,0.1,4.4,17.8,0.553,-0.713,0.2,0.0
2014-06-25,0.0,5.5,17.9,0.534,-0.71,0.2,0.0
2014-06-26,2.8,3.9,16.2,0.522,-0.704,0.2,0.1
2014-06-27,7.1,4.2,16.9,0.519,-0.693,0.2,0.3
2014-06-28,1.6,3.6,17.7,0.53,-0.671,0.2,0.0
2014-06-29,15.7,3.4,12.9,0.53,-0.643,0.2,0.9
2014-06-30,0.0,4.1,13.9,0.562,-0.584,0.2,0.0
2014-07-01,6.4,3.5,16.4,0.553,-0.515,0.2,0.3
2014-07-02,0.1,3.3,17.0,0.559,-0.438,0.2,0.0
2014-07-03,2.7,4.6,18.2,0.544,-0.399,0.1,0.1
2014-07-04,11.8,1.7,16.5,0.55,-0.364,0.1,0.7
2014-07-05,13.1,2.0,16.9,0.617,-0.297,0.2,0.9
2014-07-06,8.3,3.2,16.8,0.624,-0.239,0.2,0.5
2014-07-07,2.1,3.3,13.7,0.627,-0.181,0.2,0.1
2014-07-08,12.6,2.7,13.2,0.639,-0.12,0.2,1.0
2014-07-09,4.9,2.3,12.2,0.66,-0.039,0.2,0.3
2014-07-10,2.4,1.0,12.3,0.669,0.033,0.2,0.2
2014-07-11,0.6,3.3,15.2,0.667,0.106,0.2,0.0
2014-07-12,0.5,3.1,15.7,0.657,0.179,0.2,0.0
2014-07-13,27.0,1.5,14.5,0.698,0.3,0.3,2.4
2014-07-14,0.1,4.2,15.9,0.728,0.435,0.3,0.0
2014-07-15,0.0,4.6,18.1,0.712,0.518,0.3,0.0
2014-07-16,0.1,5.3,20.9,0.689,0.579,0.3,0.0
2014-07-17,0.0,6.1,23.0,0.663,0.621,0.3,0.0
2014-07-18,0.0,6.4,23.7,0.636,0.635,0.3,0.0
2014-07-19,7.7,5.0,22.1,0.618,0.637,0.3,0.4
2014-07-20,12.1,3.2,16.3,0.634,0.649,0.3,0.8
2014-07-21,0.2,3.3,16.8,0.654,0.684,0.3,0.0
2014-07-22,0.0,3.7,18.1,0.641,0.707,0.3,0.0
2014-07-23,0.1,3.5,19.6,0.629,0.702,0.3,0.0
2014-07-24,0.0,4.3,20.3,0.613,0.689,0.3,0.0
2014-07-25,5.5,3.1,16.3,0.606,0.679,0.3,0.3
2014-07-26,0.2,3.7,16.7,0.608,0.665,0.3,0.0
2014-07-27,3.3,4.2,17.9,0.595,0.65,0.3,0.2
2014-07-28,14.1,3.0,15.4,0.604,0.652,0.3,0.9
2014-07-29,3.1,2.8,13.7,0.634,0.682,0.3,0.2
2014-07-30,0.2,3.1,17.3,0.63,0.707,0.3,0.0
2014-07-31,0.1,4.2,17.7,0.615,0.715,0.5,0.0
2014-08-01,0.2,4.0,17.8,0.6,0.718,0.5,0.0
2014-08-02,4.0,2.7,17.5,0.592,0.724,0.3,0.2
2014-08-03,3.3,2.7,16.3,0.596,0.747,0.3,0.1
2014-08-04,0.2,3.1,16.6,0.593,0.777,0.3,0.0
2014-08-05,0.0,4.1,15.8,0.578,0.803,0.2,0.0
2014-08-06,0.2,3.2,16.3,0.566,0.825,0.2,0.0
2014-08-07,10.4,1.9,17.5,0.577,0.845,0.2,0.5
2014-08-08,7.9,2.6,19.1,0.597,0.85,0.2,0.5
2014-08-09,8.6,2.1,18.5,0.626,0.863,0.2,0.5
2014-08-10,4.4,2.9,19.7,0.632,0.875,0.2,0.2
2014-08-11,0.0,3.6,15.7,0.622,0.886,0.2,0.0
2014-08-12,19.0,2.7,15.7,0.619,0.896,0.2,1.5
2014-08-13,2.9,2.9,13.2,0.666,0.948,0.3,0.2
2014-08-14,8.0,2.3,13.4,0.669,1.004,0.3,0.6
2014-08-15,0.7,3.0,13.8,0.679,1.087,0.3,0.0
2014-08-16,0.2,3.2,12.8,0.668,1.17,0.3,0.0
2014-08-17,0.1,3.4,13.3,0.656,1.243,0.3,0.0
2014-08-18,0.0,3.4,13.9,0.643,1.292,0.3,0.0
2014-08-19,0.0,3.4,13.5,0.63,1.315,0.3,0.0
2014-08-20,0.0,3.4,12.8,0.618,1.322,0.3,0.0
2014-08-21,0.0,3.4,12.9,0.606,1.323,0.3,0.0
2014-08-22,0.0,3.5,13.1,0.593,1.308,0.3,0.0
2014-08-23,2.3,2.3,12.3,0.587,1.251,0.3,0.1
2014-08-24,0.0,3.0,12.4,0.581,1.183,0.3,0.0
2014-08-25,19.2,2.9,16.0,0.58,1.106,0.3,1.2
2014-08-26,13.6,2.6,16.6,0.656,1.069,0.3,1.0
2014-08-27,0.1,3.3,16.3,0.66,1.041,0.3,0.0
2014-08-28,14.5,3.3,17.4,0.653,1.014,0.3,1.2
2014-08-29,2.1,2.0,16.6,0.691,1.012,0.3,0.1
2014-08-30,0.2,3.1,15.9,0.68,1.011,0.3,0.0
2014-08-31,0.2,2.9,15.4,0.668,1.006,0.3,0.0
2014-09-01,0.1,3.1,13.9,0.655,0.99,0.3,0.0
2014-09-02,0.0,3.9,15.1,0.64,0.959,0.4,0.0
2014-09-03,0.0,4.1,16.0,0.623,0.929,0.4,0.0
2014-09-04,0.4,3.4,16.1,0.607,0.906,0.4,0.0
2014-09-05,0.2,3.0,16.0,0.597,0.859,0.4,0.0
2014-09-06,0.2,2.9,16.6,0.586,0.826,0.4,0.0
2014-09-07,0.0,2.9,18.4,0.575,0.798,0.4,0.0
2014-09-08,31.1,2.4,17.8,0.589,0.766,0.3,2.2
2014-09-09,1.6,1.8,17.0,0.671,0.773,0.4,0.1
2014-09-10,0.0,3.1,16.6,0.659,0.779,0.3,0.0
2014-09-11,0.1,3.3,15.5,0.644,0.785,0.3,0.0
2014-09-12,0.0,3.3,14.0,0.63,0.795,0.3,0.0
2014-09-13,0.0,3.2,14.8,0.617,0.804,0.3,0.0
2014-09-14,0.2,2.8,15.8,0.604,0.796,0.3,0.0
2014-09-15,0.9,2.3,15.7,0.596,0.787,0.3,0.0
2014-09-16,0.0,2.9,17.0,0.585,0.78,0.3,0.0
2014-09-17,4.7,2.3,18.6,0.586,0.774,0.3,0.2
2014-09-18,11.0,1.9,16.7,0.598,0.756,0.3,0.6
2014-09-19,3.6,2.5,17.4,0.611,0.678,0.3,0.2
2014-09-20,0.2,2.1,17.3,0.61,0.608,0.3,0.0
2014-09-21,0.1,2.1,15.8,0.602,0.551,0.3,0.0
2014-09-22,0.0,2.7,12.7,0.591,0.494,0.3,0.0
2014-09-23,0.5,2.7,11.5,0.581,0.44,0.3,0.0
2014-09-24,0.3,2.0,10.7,0.574,0.382,0.3,0.0
2014-09-25,0.1,2.0,9.4,0.567,0.329,0.3,0.0
2014-09-26,0.0,2.2,11.3,0.559,0.287,0.3,0.0
2014-09-27,0.0,2.5,13.5,0.549,0.245,0.3,0.0
2014-09-28,23.9,2.6,15.6,0.553,0.209,0.3,1.5
2014-09-29,3.2,1.2,15.0,0.623,0.208,0.3,0.2
2014-09-30,7.4,1.4,15.5,0.636,0.214,0.3,0.5
2014-10-01,0.2,2.1,15.3,0.638,0.215,0.3,0.0
2014-10-02,0.1,2.2,14.1,0.629,0.194,0.3,0.0
2014-10-03,0.2,1.9,13.3,0.619,0.156,0.3,0.0
2014-10-04,4.0,1.9,13.7,0.613,0.11,0.3,0.2
2014-10-05,1.1,1.0,10.7,0.621,0.086,0.3,0.0
2014-10-06,10.5,1.6,11.8,0.622,0.069,0.3,0.8
2014-10-07,0.9,1.3,13.6,0.647,0.072,0.3,0.0
2014-10-08,1.8,1.5,16.7,0.643,0.075,0.3,0.1
2014-10-09,21.3,0.8,14.7,0.693,0.077,0.4,1.9
2014-10-10,6.6,0.7,12.3,0.722,0.083,0.4,0.6
2014-10-11,0.0,1.5,12.7,0.726,0.088,0.4,0.0
2014-10-12,11.1,2.0,15.6,0.725,0.098,0.4,1.1
2014-10-13,0.4,1.4,12.2,0.745,0.122,0.5,0.0
2014-10-14,2.9,1.3,12.6,0.738,0.149,0.5,0.2
2014-10-15,7.3,1.0,13.2,0.743,0.176,0.6,0.7
2014-10-16,7.9,0.7,14.8,0.777,0.215,0.6,0.8
2014-10-17,0.2,1.4,15.0,0.778,0.247,0.7,0.0
2014-10-18,0.2,1.9,15.4,0.767,0.276,0.7,0.0
2014-10-19,0.2,2.0,15.6,0.755,0.281,0.8,0.0
2014-10-20,0.2,1.3,14.8,0.745,0.274,0.8,0.0
2014-10-21,0.6,1.2,12.3,0.738,0.263,0.8,0.0
2014-10-22,0.0,1.0,6.8,0.73,0.247,0.8,0.0
2014-10-23,0.1,1.0,7.0,0.723,0.208,0.8,0.0
2014-10-24,0.0,1.0,9.2,0.717,0.167,0.7,0.0
2014-10-25,0.1,1.0,11.7,0.711,0.12,0.7,0.0
2014-10-26,0.2,1.2,11.6,0.704,0.059,0.7,0.0
2014-10-27,0.1,1.0,8.8,0.697,-0.003,0.7,0.0
2014-10-28,0.2,1.3,9.3,0.689,-0.063,0.6,0.0
2014-10-29,0.2,1.0,8.4,0.682,-0.124,0.6,0.0
2014-10-30,0.0,1.3,10.7,0.676,-0.182,0.6,0.0
2014-10-31,0.0,1.2,11.7,0.668,-0.235,0.6,0.0
2014-11-01,0.0,1.3,11.0,0.66,-0.283,0.5,0.0
2014-11-02,8.0,0.9,13.0,0.66,-0.328,0.5,0.6
2014-11-03,30.3,0.8,12.4,0.695,-0.358,0.5,2.9
2014-11-04,3.9,0.5,6.8,0.779,-0.359,0.6,0.4
2014-11-05,0.2,0.5,4.6,0.783,-0.365,0.5,0.0
2014-11-06,0.1,0.5,4.2,0.779,-0.374,0.6,0.0
2014-11-07,7.0,0.6,6.1,0.783,-0.377,0.6,0.6
2014-11-08,0.2,0.7,8.0,0.79,-0.372,0.7,0.0
2014-11-09,4.3,0.5,6.5,0.791,-0.365,0.7,0.4
2014-11-10,0.2,0.6,6.3,0.795,-0.351,0.8,0.0
2014-11-11,1.1,1.6,9.0,0.787,-0.339,0.8,0.1
2014-11-12,1.6,0.6,7.9,0.786,-0.332,0.8,0.1
2014-11-13,0.0,1.0,8.8,0.78,-0.334,0.9,0.0
2014-11-14,27.4,1.0,9.9,0.831,-0.34,1.0,3.0
2014-11-15,16.1,0.4,7.3,0.876,-0.324,1.0,2.0
2014-11-16,27.0,0.3,6.0,0.947,-0.272,1.3,3.9
2014-11-17,12.8,0.4,6.2,0.999,-0.197,1.8,1.9
2014-11-18,9.7,0.4,6.6,1.033,-0.106,2.7,1.4
2014-11-19,0.0,0.5,6.6,1.028,-0.011,3.5,0.0
2014-11-20,0.1,0.6,7.5,1.01,0.086,3.9,0.0
2014-11-21,0.2,0.7,8.4,0.992,0.186,3.9,0.0
2014-11-22,0.0,1.0,10.8,0.974,0.288,3.6,0.0
2014-11-23,0.0,1.6,13.6,0.957,0.392,3.2,0.0
2014-11-24,1.9,0.7,12.4,0.945,0.465,2.9,0.2
2014-11-25,10.8,0.4,11.2,0.951,0.51,2.6,1.3
2014-11-26,9.7,0.4,10.3,0.968,0.523,2.5,1.2
2014-11-27,0.0,0.6,10.5,0.98,0.505,2.5,0.0
2014-11-28,36.1,1.3,11.5,1.047,0.509,3.0,5.2
2014-11-29,5.7,1.3,11.9,1.064,0.532,3.8,0.8
2014-11-30,0.0,0.9,11.0,1.06,0.574,4.6,0.0
2014-12-01,0.0,0.4,4.0,1.039,0.609,4.8,0.0
2014-12-02,0.0,0.3,1.2,1.019,0.635,4.5,0.0
2014-12-03,0.0,0.2,0.5,1.003,0.645,4.1,0.0
2014-12-04,0.0,0.2,0.2,0.986,0.65,3.7,0.0
2014-12-05,1.2,0.1,1.7,0.972,0.639,3.3,0.1
2014-12-06,0.6,0.3,2.3,0.962,0.613,3.0,0.0
2014-12-07,1.8,0.3,2.8,0.951,0.571,2.8,0.2
2014-12-08,5.4,0.2,2.5,0.958,0.496,2.6,0.6
2014-12-09,0.0,0.3,-0.1,0.949,0.406,2.5,0.0
2014-12-10,8.7,0.3,0.4,0.952,0.322,2.4,1.1
2014-12-11,4.3,0.2,5.0,0.968,0.222,2.4,0.5
2014-12-12,0.0,0.5,4.9,0.962,0.079,2.4,0.0
2014-12-13,0.3,0.6,5.9,0.952,-0.059,2.4,0.0
2014-12-14,1.8,0.4,7.9,0.943,-0.201,2.4,0.2
2014-12-15,4.4,0.3,5.3,0.948,-0.318,2.3,0.5
2014-12-16,1.8,0.3,5.0,0.946,-0.413,2.3,0.2
2014-12-17,24.6,0.4,6.3,0.977,-0.417,2.3,3.4
2014-12-18,4.8,0.4,9.7,1.021,-0.294,2.6,0.7
2014-12-19,17.2,0.3,7.9,1.029,-0.125,3.1,2.5
2014-12-20,0.8,0.4,6.4,1.056,0.078,3.8,0.1
2014-12-21,0.0,0.3,3.0,1.038,0.218,4.3,0.0
2014-12-22,0.1,0.4,1.3,1.019,0.304,4.3,0.0
2014-12-23,0.0,0.5,2.5,1.0,0.36,4.0,0.0
2014-12-24,4.0,0.2,3.0,0.986,0.392,3.6,0.5
2014-12-25,0.9,0.3,4.3,0.985,0.403,3.3,0.1
2014-12-26,10.0,0.2,1.6,0.978,0.419,3.1,1.3
2014-12-27,7.3,0.3,3.3,1.011,0.429,3.0,1.3
2014-12-28,0.0,0.4,-1.7,1.01,0.4,3.2,0.0
2014-12-29,0.0,0.5,-2.4,0.998,0.357,3.3,0.1
2014-12-30,0.0,0.4,-0.3,0.985,0.282,3.2,0.0
2014-12-31,0.0,0.4,-2.0,0.973,0.203,3.0,0.0
2015-01-01,0.0,0.2,-2.1,0.96,0.188,2.7,0.0
2015-01-02,1.5,0.3,1.4,0.95,0.108,2.5,0.2
2015-01-03,14.6,0.3,4.3,0.969,0.073,2.4,1.9
2015-01-04,0.5,0.3,6.9,0.984,0.058,2.4,0.1
2015-01-05,0.1,0.5,3.0,0.972,0.038,2.5,0.0
2015-01-06,0.4,0.2,0.7,0.961,-0.021,2.6,0.0
2015-01-07,0.0,0.3,4.5,0.951,-0.089,2.5,0.0
2015-01-08,2.4,0.3,3.3,0.949,-0.156,2.5,0.4
2015-01-09,11.1,0.4,7.1,0.959,-0.223,2.4,1.4
2015-01-10,15.1,0.3,8.6,0.978,-0.277,2.4,2.0
2015-01-11,0.4,0.3,3.3,1.004,-0.247,2.6,0.0
2015-01-12,0.0,0.7,2.2,0.991,-0.199,2.9,0.0
2015-01-13,7.1,1.4,5.8,0.979,-0.176,2.9,0.9
2015-01-14,1.0,0.4,5.7,0.986,-0.147,2.9,0.1
2015-01-15,4.3,0.9,6.5,0.974,-0.108,2.9,0.5
2015-01-16,4.2,0.4,4.6,0.98,-0.041,2.9,0.4
2015-01-17,0.0,0.3,0.6,0.972,0.031,2.8,0.0
2015-01-18,0.0,0.4,0.7,0.96,0.094,2.7,0.0
2015-01-19,0.5,0.4,1.7,0.952,0.131,2.6,0.5
2015-01-20,0.0,0.3,0.3,0.958,0.139,2.5,0.2
2015-01-21,0.0,0.3,-0.8,0.948,0.106,2.4,0.0
2015-01-22,0.0,0.5,-0.1,0.938,0.076,2.3,0.0
2015-01-23,0.0,0.4,-1.7,0.929,0.037,2.2,0.0
2015-01-24,0.0,0.3,-2.6,0.921,-0.057,2.1,0.1
2015-01-25,0.0,0.6,0.6,0.916,-0.147,2.0,0.1
2015-01-26,1.1,0.4,0.9,0.915,-0.226,1.8,0.5
2015-01-27,0.0,0.4,1.3,0.915,-0.292,1.8,0.0
2015-01-28,13.4,0.4,2.2,0.931,-0.309,1.8,1.7
2015-01-29,45.7,0.4,3.9,1.033,-0.195,2.2,7.3
2015-01-30,2.9,0.4,0.7,1.091,-0.016,3.5,1.6
2015-01-31,0.1,0.4,0.7,1.103,0.185,5.3,1.0
2015-02-01,0.0,0.4,0.0,1.095,0.376,6.2,0.3
2015-02-02,0.0,0.4,-0.9,1.074,0.537,6.2,0.2
2015-02-03,0.0,0.5,-2.6,1.051,0.656,5.7,0.0
2015-02-04,0.0,0.6,-2.3,1.03,0.761,4.9,0.0
2015-02-05,0.0,0.7,-2.9,1.011,0.852,4.2,0.0
2015-02-06,0.0,0.5,-3.4,0.996,0.917,3.6,0.0
2015-02-07,0.0,0.7,-2.5,0.983,0.956,3.2,0.0
2015-02-08,0.0,0.8,-1.2,0.971,0.866,2.8,0.0
2015-02-09,0.0,1.4,1.1,0.958,0.709,2.5,0.0
2015-02-10,0.0,0.9,2.4,0.946,0.555,2.3,0.0
2015-02-11,0.0,1.0,2.0,0.935,0.394,2.1,0.0
2015-02-12,0.0,1.0,3.3,0.925,0.235,2.0,0.0
2015-02-13,15.4,1.1,4.9,0.924,0.104,1.9,1.9
2015-02-14,20.9,0.4,3.5,0.988,0.064,2.0,2.9
2015-02-15,1.3,0.6,2.8,1.015,0.07,2.3,0.1
2015-02-16,0.0,0.7,2.5,1.003,0.086,2.9,0.0
2015-02-17,0.0,0.8,2.8,0.99,0.104,3.1,0.0
2015-02-18,0.0,1.0,3.6,0.975,0.114,3.1,0.0
2015-02-19,0.0,1.0,2.5,0.959,0.109,2.9,0.0
2015-02-20,22.7,1.7,4.7,0.96,0.111,2.7,3.1
2015-02-21,1.8,0.7,1.5,1.017,0.176,2.7,0.6
2015-02-22,3.4,0.9,0.8,1.009,0.25,3.1,0.5
2015-02-23,16.2,0.7,3.7,1.032,0.353,3.4,2.2
2015-02-24,2.5,0.6,1.8,1.051,0.432,3.8,0.6
2015-02-25,5.4,0.5,2.1,1.044,0.481,4.3,0.8
2015-02-26,12.3,0.5,6.6,1.059,0.548,4.5,1.8
2015-02-27,0.9,0.9,2.2,1.057,0.62,4.8,0.0
2015-02-28,11.9,1.0,2.4,1.043,0.697,4.8,1.7
2015-03-01,32.1,0.6,8.1,1.101,0.847,5.0,5.2
2015-03-02,3.9,0.9,7.4,1.138,1.004,6.7,0.5
2015-03-03,5.4,0.9,5.3,1.114,1.051,7.8,0.8
2015-03-04,1.8,1.1,2.3,1.097,1.076,7.4,0.2
2015-03-05,0.0,1.4,2.6,1.067,1.049,6.6,0.0
2015-03-06,0.0,2.0,5.0,1.037,0.994,5.7,0.0
2015-03-07,0.0,2.4,8.5,1.008,0.929,4.8,0.0
2015-03-08,0.0,2.6,9.9,0.981,0.831,4.1,0.0
2015-03-09,0.0,1.7,7.5,0.959,0.728,3.5,0.0
2015-03-10,0.0,1.7,9.9,0.942,0.659,3.0,0.0
2015-03-11,0.0,1.8,11.7,0.927,0.563,2.6,0.0
2015-03-12,0.2,2.1,8.9,0.91,0.445,2.4,0.0
2015-03-13,2.7,0.8,4.4,0.903,0.368,2.1,0.2
2015-03-14,0.0,0.9,1.8,0.897,0.308,1.9,0.0
2015-03-15,0.5,1.3,4.5,0.888,0.237,1.8,0.0
2015-03-16,0.1,1.4,4.3,0.879,0.148,1.7,0.0
2015-03-17,0.0,1.8,6.5,0.868,0.061,1.6,0.0
2015-03-18,0.0,2.0,9.9,0.856,-0.01,1.5,0.0
2015-03-19,2.4,2.7,9.3,0.844,-0.061,1.4,0.2
2015-03-20,4.1,1.0,8.7,0.851,-0.085,1.3,0.4
2015-03-21,3.5,1.5,7.3,0.849,-0.102,1.2,0.3
2015-03-22,0.0,1.9,4.0,0.846,-0.117,1.2,0.0
2015-03-23,0.0,1.9,7.4,0.836,-0.136,1.1,0.0
